date_time,customer_id,amount,rep_month,repayment_type
12-JUN-24 04.46.19.000000000 PM,d163d1e83e467f3af0ed26349d467289445970ba77782162f13cad107479f800,666.67,202406,Automatic
12-JUN-24 04.14.23.000000000 PM,e708df90e0b66ea21180be8159d55ab0ac6dadcac585e5b3b6baa253fc9a0a91,1.46,202406,Automatic
12-JUN-24 12.42.54.000000000 PM,8e7f6cd98099eb03b106ebb755323444ab3bb3d6ef4018d7707fb1c0bc6f0152,1500,202406,Manual
12-JUN-24 09.21.58.000000000 PM,683131338d401fda38410a808797b7706bc3e364d0fe77098599032aed112ce6,62.87,202406,Automatic
12-JUN-24 01.58.47.000000000 PM,a2d94939b1193abb847f6733c83e3d0147a3450798a253b54094e825d2e7877a,20,202406,Automatic
12-JUN-24 08.01.43.000000000 PM,ea3d553b28fefa3db6d878f7965bed756cadcc75eab9a4bd56251b71daae8f8d,7.72,202406,Automatic
12-JUN-24 08.39.26.000000000 AM,59350992d391488f1b439fc191489a5310876d2ca6ccb48ce2c343e567bf646d,33.33,202406,Automatic
12-JUN-24 11.25.26.000000000 AM,a43534cffd9315689de5fdea865290c078eacb75645415e1ff77389fafa41d2d,1.04,202406,Automatic
30-JUN-24 02.15.12.000000000 PM,63ed27e7dcc6d65156ca03e3ebbd0f41570cb7308a252f18bc7954f909e8297f,345,202406,Manual
30-JUN-24 05.45.01.000000000 PM,8f440dd831b5bd64ca805fd8bd0b2e3c52a53b5d249f94d0f2486ae6838e17fb,113.84,202406,Automatic
12-JUN-24 08.27.26.000000000 AM,e360ec6c06b33b689a986fe3f03348479181016a3d5274ee4a43f3c52aee8ab6,333.33,202406,Automatic
12-JUN-24 08.13.31.000000000 AM,b22cc5296e83a1b83e00bae734ed236d83fec5af479c6cd43af3499df3ce5ca1,80,202406,Manual
12-JUN-24 03.39.46.000000000 PM,5992ef5281fdd165e5aca86de7f42033e44fa8e93fa51082171fc5c7fc5b0c8f,6.69,202406,Automatic
12-JUN-24 06.17.46.000000000 PM,f5f489241db7628ae80a58fd2d20dcc6a22c97aa9519cf713c13e8e2ef3a8423,0.54,202406,Automatic
12-JUN-24 01.34.41.000000000 PM,eaecb66645c59e59f60d3cd5d2c79e0e5a0e70bf2cf7657803cf6ed31745baae,448,202406,Manual
12-JUN-24 09.25.55.000000000 AM,f8d9dac1392393c66afd588b3875dccc76c1cf7c9beaaa20ee0a1cfc7e98308b,3920,202406,Manual
30-JUN-24 08.24.05.000000000 AM,bcc833ef5a43912b2b6744079b0304b5dc80ad371409c7244dd843d876aacdd1,93.33,202406,Manual
30-JUN-24 03.21.47.000000000 PM,f4bd905da19ae5c2f7b5508c853ec1f43f8626cde01acd55a3fb76b0ecd38aa6,3.3,202406,Automatic
30-JUN-24 11.25.08.000000000 AM,c69de45e170d6b505fe2304dd26010f704e779baae6bb067f50d32c980b7505b,300,202406,Manual
30-JUN-24 12.35.18.000000000 PM,ecfa05015d223e6525b07ecc355343fcf54122a47766e075d77655c9cee413ab,0.36,202406,Automatic
30-JUN-24 01.59.56.000000000 PM,1912b2b34be25cc0ce8fc8e633f9614ef3ae5e596354dd350f9893be01b67120,243.3,202406,Automatic
30-JUN-24 07.45.43.000000000 AM,46b7be9ac2927867ac9d72fdd46f15ddad7a3d1d9a45d2e8e0ef1cd356ceaf12,172.5,202406,Manual
30-JUN-24 05.12.29.000000000 PM,7b3a7d5e26a545fb2c80663f20e50525feda8944ab8be0dea9413f999160f6b5,0.01,202406,Automatic
30-JUN-24 07.34.08.000000000 PM,10f7597c5d8157838e4ffaabff82c42d2a9fd47bbfd8602328678d779db3e5ee,150.62,202406,Automatic
30-JUN-24 09.35.00.000000000 AM,f3ad7933d148af57b5d6ba748cd5b7048c834265073594012671cef231d39071,459,202406,Manual
30-JUN-24 12.10.04.000000000 PM,e61615719404b34075120ec20f88a877ec033c199c4b5430a40f130c60e52a6b,400,202406,Automatic
30-JUN-24 08.13.58.000000000 AM,bcc833ef5a43912b2b6744079b0304b5dc80ad371409c7244dd843d876aacdd1,46.67,202406,Automatic
17-JUN-24 04.36.59.000000000 PM,545db4111fa22e3c5bc4679358cfca14ec1b7d5d341de82097b4365636d86a51,8.16,202406,Automatic
17-JUN-24 08.53.00.000000000 PM,32e8a68abd08a02cb6465272cefa15f53617e23b2d2f075640bd8941286ab437,16.67,202406,Automatic
17-JUN-24 05.47.50.000000000 PM,f3ad7933d148af57b5d6ba748cd5b7048c834265073594012671cef231d39071,168.67,202406,Manual
30-JUN-24 08.28.13.000000000 AM,f5f489241db7628ae80a58fd2d20dcc6a22c97aa9519cf713c13e8e2ef3a8423,89.06,202406,Automatic
30-JUN-24 08.57.27.000000000 AM,027d4262e86013d72cf40ae298ad716dae3c6286510d4fb7cc0e3b7835719777,101.11,202406,Automatic
17-JUN-24 08.57.02.000000000 AM,0dfee4cbc7eacb0b74bda976267f0eceb1719e833cf2c373c45486ec5832d0b7,13.33,202406,Automatic
17-JUN-24 01.47.12.000000000 PM,f3356bb40848e852fc8209f9f55a555996e29a1517f592e64f133118ad515eff,1471.12,202406,Manual
30-JUN-24 10.56.54.000000000 AM,56a41251185bd205961556399289804607ccc66039283745f48b0e9cd2716a16,610.63,202406,Automatic
30-JUN-24 08.52.34.000000000 PM,000e57e83f161e4ba6458b3e32c00815405c5a005e652b6dd5d30ee664767130,1166.67,202406,Automatic
30-JUN-24 09.30.47.000000000 PM,000e57e83f161e4ba6458b3e32c00815405c5a005e652b6dd5d30ee664767130,494.85,202406,Manual
17-JUN-24 05.30.27.000000000 PM,f7b1b0e9856742e53300830e18fd061a272e06e28ca02877e0412dce821ac1e9,210,202406,Automatic
17-JUN-24 09.40.33.000000000 AM,7a3a132359ea63a9b76ce0962cd9f558880e6a597cb4c204da81977f63971548,71.07,202406,Automatic
17-JUN-24 08.04.01.000000000 PM,1be591f8c15002694a0d5505ec76a8ccc39e8d74f34e69bea57bbb7120e196c6,132,202406,Manual
17-JUN-24 08.57.29.000000000 PM,32e8a68abd08a02cb6465272cefa15f53617e23b2d2f075640bd8941286ab437,33,202406,Manual
17-JUN-24 12.21.16.000000000 PM,44fffe12922be490f7a4be52cefbf9993fc7211f119b58025e381a2615d9b9a9,2484,202406,Manual
17-JUN-24 01.21.25.000000000 PM,a9936cb1f15ae8cbba9a2ac1ea6d4e3aebe55f0a15dded086bbf29e767c5af8f,1000,202406,Automatic
17-JUN-24 05.47.06.000000000 PM,f3ad7933d148af57b5d6ba748cd5b7048c834265073594012671cef231d39071,87.41,202406,Automatic
17-JUN-24 01.27.34.000000000 PM,f3356bb40848e852fc8209f9f55a555996e29a1517f592e64f133118ad515eff,864.44,202406,Automatic
17-JUN-24 05.15.01.000000000 PM,06c339cdafae3911df0b92b0bd4816a78c56c92f51db7e064bb61022b5e2e445,16.67,202406,Automatic
17-JUN-24 01.31.33.000000000 PM,f3356bb40848e852fc8209f9f55a555996e29a1517f592e64f133118ad515eff,749.63,202406,Automatic
17-JUN-24 05.18.43.000000000 PM,91971eb2145a1acd9a038bc43bba6860f5051ce2fdeb53ca635ac75f4a103b0c,10,202406,Automatic
17-JUN-24 12.44.54.000000000 PM,ca76a9557b2710b3a4d1558e7c688fd34035bc34018ef74c1226764da40b353a,20,202406,Automatic
17-JUN-24 06.14.32.000000000 PM,91971eb2145a1acd9a038bc43bba6860f5051ce2fdeb53ca635ac75f4a103b0c,171,202406,Automatic
17-JUN-24 01.08.18.000000000 PM,c4fd8344f18ae45d220de1222c36a62b8446b16ff209c2f73cfa5ce3b6833ab1,300.16,202406,Automatic
17-JUN-24 10.10.38.000000000 PM,30426df3b7bf50d60796137cc781c16002db7d9894dd98f4eca5d4515c81215b,2.85,202406,Automatic
22-JUN-24 12.11.39.000000000 PM,a2d94939b1193abb847f6733c83e3d0147a3450798a253b54094e825d2e7877a,20,202406,Automatic
21-JUN-24 07.08.58.000000000 PM,60a83e1aee67f1b0d3f4bd180c92d61f8cd777f5884d2f2aa98757f0001d8fc8,400,202406,Manual
21-JUN-24 03.54.36.000000000 PM,993efe2b1e92f2f08319b0a11dbf3233fab5e63f1a09d5df8707ddd6f6ef796c,0.74,202406,Automatic
21-JUN-24 04.38.27.000000000 PM,2833760b7404c0c04dddad4e2cdb6918483af3e57f8c199628bc95e22b0b7540,130,202406,Automatic
21-JUN-24 03.49.58.000000000 PM,c4ef81d0a44e1b83eddc4bad9deb555f7d5d2589d4b3d58a5ac0cf08319b9f2f,4025,202406,Manual
21-JUN-24 03.24.07.000000000 PM,ddb2265ddb86bd8242002aecd0c248dce855551beb01d6491dfdc6e94d95cef6,25,202406,Manual
21-JUN-24 02.02.32.000000000 PM,df39b9d539cf5ba11d91937e8169b0872cd78a44ad01bea60a452deffcbdd6c0,68.98,202406,Automatic
21-JUN-24 05.37.48.000000000 AM,36e6544a3bcb11ca6add33b3b79d6fbcd4bd67a25e68652b28b7b6a912481468,0.56,202406,Automatic
06-JUN-24 06.37.16.000000000 PM,69c89b1d49d4ad2f92981adbf80c7a30bc9019bb17baf333c1e966de38f1c734,33.41,202406,Automatic
17-JUN-24 06.16.28.000000000 PM,0dfee4cbc7eacb0b74bda976267f0eceb1719e833cf2c373c45486ec5832d0b7,1000,202406,Automatic
17-JUN-24 06.33.44.000000000 PM,0dfee4cbc7eacb0b74bda976267f0eceb1719e833cf2c373c45486ec5832d0b7,1279.2,202406,Automatic
17-JUN-24 06.27.55.000000000 PM,91971eb2145a1acd9a038bc43bba6860f5051ce2fdeb53ca635ac75f4a103b0c,231.72,202406,Manual
21-JUN-24 01.55.19.000000000 PM,68d5a1dbcdbcc7bfd30da42a25225a537853eaca271837aa7661190e08ad9205,165,202406,Manual
21-JUN-24 09.06.18.000000000 PM,8f9fe15a9b6ba96de889c0bce2acf7b1bb5194827adc51a50cd3751c92b9b95a,200,202406,Automatic
21-JUN-24 09.54.18.000000000 AM,32e8a68abd08a02cb6465272cefa15f53617e23b2d2f075640bd8941286ab437,170,202406,Automatic
21-JUN-24 08.21.14.000000000 AM,654832c0cc854d2147551193f2fe407691a06689a207435e35747aadd00492c7,347.2,202406,Manual
21-JUN-24 09.27.28.000000000 PM,8f9fe15a9b6ba96de889c0bce2acf7b1bb5194827adc51a50cd3751c92b9b95a,30,202406,Automatic
21-JUN-24 04.37.15.000000000 PM,2833760b7404c0c04dddad4e2cdb6918483af3e57f8c199628bc95e22b0b7540,900,202406,Automatic
21-JUN-24 04.09.33.000000000 PM,2c950c90d29fc2f12e3a68ef9cf0f07f617e07722d49c9bbf68cf8e5150d5bf7,3894.77,202406,Automatic
21-JUN-24 07.29.59.000000000 PM,1a83e832fb4dc1b6f5344ca1b93dd065184f662d646cde598e422cc78dc4f365,1333.33,202406,Automatic
21-JUN-24 09.24.46.000000000 AM,8f17c2938004f9028c46a615ba28fed53311016dcc2564ff90a5fd026ca169dc,1520,202406,Automatic
21-JUN-24 06.32.35.000000000 PM,6ad2e3e28fc061cc9c47351c04d183d01d37bfcc670226ff5053884931d7456a,9.86,202406,Automatic
21-JUN-24 11.40.13.000000000 AM,2143209a5f97ce4afe2d3648ae287e8d67dcd5d6c65672633f301eb8ae1f7fae,665.42,202406,Automatic
21-JUN-24 01.26.33.000000000 PM,87d31bcaee03438556a113aea46eff0c66a0c61d68f5146bf66e0ef96cc8294b,241.58,202406,Automatic
21-JUN-24 11.35.15.000000000 AM,2143209a5f97ce4afe2d3648ae287e8d67dcd5d6c65672633f301eb8ae1f7fae,200,202406,Automatic
21-JUN-24 06.40.25.000000000 PM,38892a1f07a145972e0c92a1e2b01f0e0b4b5dc3da20f52e39256d030a4de452,3519,202406,Manual
21-JUN-24 07.41.13.000000000 AM,cc29d777d149cb4d1866cc8463fe5a118bb5a01f08bc27d3696d1d933e970d20,1046.5,202406,Manual
21-JUN-24 08.25.06.000000000 PM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,66.78,202406,Automatic
21-JUN-24 04.33.31.000000000 PM,8db64a645d4bdf464c8573fb32f87bf78e9f40b8a3516cdacf9aae8e0205a012,150,202406,Automatic
21-JUN-24 11.49.13.000000000 AM,c55942df38d00f11a33292062c2dba2f4deca06fc1346f83d03469aca762673b,4025,202406,Manual
21-JUN-24 09.30.40.000000000 AM,2c950c90d29fc2f12e3a68ef9cf0f07f617e07722d49c9bbf68cf8e5150d5bf7,130.23,202406,Automatic
21-JUN-24 01.41.17.000000000 PM,ddb2265ddb86bd8242002aecd0c248dce855551beb01d6491dfdc6e94d95cef6,20,202406,Manual
21-JUN-24 05.48.15.000000000 AM,e049219be3b2ff57c372ddd6ac32c451bd6231e5f9b60c7ffabd5ab072239ce7,40,202406,Automatic
21-JUN-24 06.43.32.000000000 PM,db3915b9262a86686aa84fdd0ca0ad12801d5e3f13ca087de122bb7cdf667865,0.28,202406,Automatic
21-JUN-24 10.15.29.000000000 AM,45ad0073e1a95986b2141c5caa1a7d7b4dff9b6edac23523ce28ffed2c87af23,1.2,202406,Automatic
21-JUN-24 10.10.10.000000000 AM,53f3edaa618ac87635ed4b99564100750501ea67dadd6c4f01f54259c76fce18,403.2,202406,Manual
21-JUN-24 04.19.28.000000000 PM,c093d32d3dea69044c5d992c810fd6152b0df5e5040d9a6fdc600b8c94d5453a,1866,202406,Automatic
21-JUN-24 02.16.09.000000000 PM,f9e86e90d402338dbc834efb6ac48594985db6a3d6c530503e864dd711fefd71,1.36,202406,Automatic
21-JUN-24 08.34.54.000000000 PM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,133,202406,Manual
21-JUN-24 08.40.58.000000000 PM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,1.48,202406,Automatic
21-JUN-24 10.28.42.000000000 AM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,0.87,202406,Automatic
21-JUN-24 10.30.41.000000000 AM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,26.67,202406,Automatic
26-JUN-24 06.42.30.000000000 PM,4d058ab495ac7fc9680d718e9b34464582b2cce3210c9f1c827385f4e3cf8daa,400,202406,Manual
21-JUN-24 12.23.10.000000000 PM,1faaa4859b2c41094efb165647e3c4fbb0f4fb387e57a356150f259449377065,100,202406,Automatic
09-JUN-24 07.20.56.000000000 PM,a38520d90a3f35e5c8b07e6a0918ce85a38bbfc560c08eb2ed253c40fdf87043,0.44,202406,Automatic
21-JUN-24 10.47.48.000000000 AM,514dc8e2f55eabe81f1bf53b39d5578c6b3eeb760956674427093131bbf1f8ff,16.67,202406,Automatic
21-JUN-24 07.05.29.000000000 PM,69c89b1d49d4ad2f92981adbf80c7a30bc9019bb17baf333c1e966de38f1c734,150,202406,Automatic
21-JUN-24 07.57.36.000000000 AM,ac3baedc078707c16c2211fd83d61a2b7bcf2acd4b4e9b3b9dcfee783d5d335f,93.31,202406,Automatic
21-JUN-24 09.04.40.000000000 PM,69dd2638953a61729fb59a74e8d2f1bdef21b24340e44fe654d5f55355aed879,150,202406,Manual
21-JUN-24 04.41.33.000000000 PM,b39e1cf44fad4619f1262142ea6025daec6d64d093c8ecb0e83c799efdd5e762,166.67,202406,Automatic
21-JUN-24 02.11.17.000000000 PM,b39e1cf44fad4619f1262142ea6025daec6d64d093c8ecb0e83c799efdd5e762,3.9,202406,Automatic
02-JUN-24 08.14.50.000000000 PM,eeddc47c0076becf16b90697c4d24429f5217e0fc9cd639c98fce77f5d9a112b,85,202406,Manual
21-JUN-24 03.16.29.000000000 PM,51f31c6b64d7c730f55d222c6d506bff59347c2ff538a5812e207442e6b299e9,9.5,202406,Manual
21-JUN-24 11.53.21.000000000 AM,1121ae55a74fd0cd4e95018504fb2011fb9cd24b727c9e8249cc313f3acac35d,40,202406,Manual
02-JUN-24 05.19.02.000000000 PM,f853552cd0142d63c4e2942c220acea6b462cf0ac646593ac7fa9dce9e049e50,3.54,202406,Automatic
09-JUN-24 11.48.29.000000000 AM,cb77eb3ce11227a74a11917d70896559c1f87493f793b84da380acf6365475b6,77.64,202406,Automatic
09-JUN-24 10.51.24.000000000 PM,68d5a1dbcdbcc7bfd30da42a25225a537853eaca271837aa7661190e08ad9205,165,202406,Manual
09-JUN-24 08.32.12.000000000 AM,60a83e1aee67f1b0d3f4bd180c92d61f8cd777f5884d2f2aa98757f0001d8fc8,48.14,202406,Automatic
09-JUN-24 08.07.38.000000000 AM,597a38be7152c722e2bdc4690b9c5e761062c500f6f65ff55570c1a72678ebe4,2520.51,202406,Automatic
09-JUN-24 01.38.46.000000000 PM,64f4a7607bb738ddd283aa3c1b3fda97b56085b6d57781dd5986a11b6d0c3146,4.42,202406,Automatic
09-JUN-24 07.36.08.000000000 AM,f657fa4c2660c4a76b1351835c77f93bab4b50c447422f96e45d11ab4dfb1de7,3277.5,202406,Manual
09-JUN-24 06.45.12.000000000 PM,5d52b15dcbad5c3d9470e8ed2f9452e47be3df07cc77eddc8da69cd5248bb852,100,202406,Manual
09-JUN-24 09.35.57.000000000 PM,8bac737baf95141911cbbea8e46132b281f6bbcb8f1388b1d4f8fb21ac886ae1,3.68,202406,Automatic
21-JUN-24 03.45.47.000000000 PM,c093d32d3dea69044c5d992c810fd6152b0df5e5040d9a6fdc600b8c94d5453a,1010,202406,Automatic
09-JUN-24 08.35.48.000000000 PM,15d560ebea0ad6298ad2d652d1270c360fb5db64bc0a5686c45ea11b6bf293f2,21,202406,Manual
26-JUN-24 01.37.14.000000000 PM,eaecb66645c59e59f60d3cd5d2c79e0e5a0e70bf2cf7657803cf6ed31745baae,8.54,202406,Automatic
09-JUN-24 05.14.43.000000000 AM,d5964912e9300a63178b8e854c5662604873b98aa378d033c63a99ec2bb6bc35,30,202406,Automatic
09-JUN-24 02.14.54.000000000 PM,68d5a1dbcdbcc7bfd30da42a25225a537853eaca271837aa7661190e08ad9205,168,202406,Manual
02-JUN-24 08.49.13.000000000 PM,4f2b62db9a04c8391b011d29ad8c039eb64cbb747724705d16d3ef7cd5a94786,110,202406,Manual
02-JUN-24 06.22.44.000000000 PM,545db4111fa22e3c5bc4679358cfca14ec1b7d5d341de82097b4365636d86a51,106.84,202406,Automatic
02-JUN-24 03.20.27.000000000 PM,4d058ab495ac7fc9680d718e9b34464582b2cce3210c9f1c827385f4e3cf8daa,409.38,202406,Automatic
09-JUN-24 01.11.41.000000000 PM,19409c00be73285a02f68aa7d26d2a34e4b2efc6f476c11e00006383066dd1a0,3394.8,202406,Automatic
09-JUN-24 07.40.41.000000000 AM,69dd2638953a61729fb59a74e8d2f1bdef21b24340e44fe654d5f55355aed879,350,202406,Manual
