date,profit
2025-03-20,3813.0
2025-03-20,3813.0
2025-03-20,917.4
2025-03-20,917.4
2025-03-20,2208.82
2025-03-20,2279.22
2025-03-20,2349.62
2025-03-20,2349.62
2025-03-20,2349.62
2025-03-20,2344.42
2025-03-20,17045.0
2025-03-20,16940.0
2025-03-20,17045.0
2025-03-20,17045.0
2025-03-20,17045.0
2025-03-20,494.3
2025-03-20,492.9
2025-03-20,494.3
2025-03-20,474.9
2025-03-20,474.9
2025-03-20,459.1
2025-03-20,456.9
2025-03-20,925.28
2025-03-20,926.68
2025-03-20,925.28
2025-03-20,925.28
2025-03-20,925.28
2025-03-20,925.28
2025-03-20,925.28
2025-03-20,907.28
2025-03-20,907.28
2025-03-20,907.28
2025-03-20,926.68
2025-03-20,3581.32
2025-03-20,3581.32
2025-03-20,3458.12
2025-03-20,3458.12
2025-03-20,3458.12
2025-03-20,3194.12
2025-03-20,3194.12
2025-03-20,3366.8
2025-03-20,3370.4
2025-03-20,3194.4
2025-03-20,3194.4
2025-03-20,3229.6
2025-03-20,3229.6
2025-03-20,3229.6
2025-03-20,3229.6
2025-03-20,3229.6
2025-03-20,3222.8
2025-03-20,3231.0
2025-03-20,3134.2
2025-03-20,3130.0
2025-03-20,3134.2
2025-03-20,3046.2
2025-03-20,3046.2
2025-03-20,3046.2
2025-03-20,3040.0
2025-03-20,3040.0
2025-03-20,3046.2
2025-03-20,2231.6
2025-03-20,2233.0
2025-03-20,2171.4
2025-03-20,2171.4
2025-03-20,2171.4
2025-03-20,2171.4
2025-03-20,2171.4
2025-03-20,2171.4
2025-03-20,2118.6
2025-03-20,2039.4
2025-03-20,2039.4
2025-03-20,2039.4
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,32900.0
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,33075.0
2025-03-20,351.62
2025-03-20,351.62
2025-03-20,351.62
2025-03-20,360.42
2025-03-20,360.42
2025-03-20,7466.0
2025-03-20,7466.0
2025-03-20,7466.0
2025-03-20,7960.9
2025-03-20,7960.9
2025-03-20,7960.9
2025-03-20,7960.9
2025-03-20,6218.4
2025-03-20,6218.4
2025-03-20,13718.74
2025-03-20,14203.24
2025-03-20,14091.74
2025-03-20,14901.74
2025-03-20,14203.24
2025-03-20,32360.67
2025-03-20,32360.67
2025-03-20,32360.67
2025-03-20,32360.67
2025-03-20,32360.67
2025-03-20,31847.67
2025-03-20,31875.87
2025-03-20,31847.67
2025-03-20,31847.67
2025-03-20,31181.67
2025-03-20,31181.67
2025-03-20,31224.67
2025-03-20,31224.67
2025-03-20,31181.67
2025-03-20,31224.67
2025-03-20,31181.67
2025-03-20,31181.67
2025-03-20,31181.67
2025-03-20,31181.67
2025-03-20,28474.0
2025-03-20,28474.0
2025-03-20,28236.0
2025-03-20,28236.0
2025-03-20,28236.0
2025-03-20,28236.0
2025-03-20,28236.0
2025-03-20,17691.0
2025-03-20,17691.0
2025-03-20,17691.0
2025-03-20,17597.5
2025-03-20,17597.5
2025-03-20,17597.5
2025-03-20,17597.5
2025-03-20,15617.5
2025-03-20,15532.5
2025-03-20,15447.5
2025-03-20,14427.5
2025-03-20,13917.5
2025-03-20,13917.5
2025-03-20,13917.5
2025-03-20,13917.5
2025-03-20,13917.5
2025-03-20,58605.0
2025-03-20,58695.0
2025-03-20,57426.0
2025-03-20,57705.0
2025-03-20,57165.0
2025-03-20,56535.0
2025-03-20,58326.0
2025-03-20,56535.0
2025-03-20,56499.0
2025-03-20,56535.0
2025-03-20,58605.0
2025-03-20,58785.0
2025-03-20,56517.0
2025-03-20,56535.0
2025-03-20,56535.0
2025-03-20,56535.0
2025-03-20,56517.0
2025-03-20,58110.0
2025-03-20,56535.0
2025-03-20,57435.0
2025-03-20,56535.0
2025-03-20,56535.0
2025-03-20,58785.0
2025-03-20,57435.0
2025-03-20,58785.0
2025-03-20,13643.07
2025-03-20,13643.07
2025-03-20,13643.07
2025-03-20,13643.07
2025-03-20,13704.67
2025-03-20,13505.27
2025-03-20,13511.07
2025-03-20,13511.07
2025-03-20,13370.27
2025-03-20,13379.07
2025-03-20,13379.07
2025-03-20,13379.07
2025-03-20,13379.07
2025-03-20,13379.07
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13208.27
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,13220.67
2025-03-20,1428.0
2025-03-20,1428.0
2025-03-20,1428.0
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,1366.4
2025-03-20,432.08
2025-03-20,440.58
2025-03-20,449.08
2025-03-20,457.58
2025-03-20,5953.6
2025-03-20,5710.8
2025-03-20,5574.8
2025-03-20,5540.0
2025-03-20,5592.8
2025-03-20,622.19
2025-03-20,622.19
2025-03-20,649.19
2025-03-20,580.19
2025-03-20,650.59
2025-03-20,580.19
2025-03-20,580.19
2025-03-20,1233.4
2025-03-20,1234.8
2025-03-20,1234.8
2025-03-20,1217.2
2025-03-20,1190.8
2025-03-20,1190.8
2025-03-20,1190.8
2025-03-20,1190.8
2025-03-20,1190.8
2025-03-20,1190.8
2025-03-20,1234.8
2025-03-20,6532.0
2025-03-20,6532.0
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,6391.2
2025-03-20,253.2
2025-03-20,253.2
2025-03-20,253.2
2025-03-20,253.2
2025-03-20,253.2
2025-03-20,18289.14
2025-03-20,18153.14
2025-03-20,18153.14
2025-03-20,18153.14
2025-03-20,18153.14
2025-03-20,3521.0
2025-03-20,3589.0
2025-03-20,3589.0
2025-03-20,3606.0
2025-03-20,3776.0
2025-03-20,3576.0
2025-03-20,3576.0
2025-03-20,3576.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3606.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3606.0
2025-03-20,3603.0
2025-03-20,3603.0
2025-03-20,3606.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,711.0
2025-03-20,43241.31
2025-03-20,43241.31
2025-03-20,43241.31
2025-03-20,42746.31
2025-03-20,42746.31
2025-03-20,42746.31
2025-03-20,42746.31
2025-03-20,42098.31
2025-03-20,42098.31
2025-03-20,41756.31
2025-03-20,41756.31
2025-03-20,41756.31
2025-03-20,41756.31
2025-03-20,41756.31
2025-03-20,41756.31
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,1564.72
2025-03-20,1298.52
2025-03-20,1298.52
2025-03-20,1309.52
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5397.86
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5389.86
2025-03-20,5397.86
2025-03-20,5397.86
2025-03-20,5397.86
2025-03-20,3060.8
2025-03-20,3060.8
2025-03-20,3060.8
2025-03-20,3060.8
2025-03-20,3060.8
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,3052.0
2025-03-20,24590.0
2025-03-20,24165.0
2025-03-20,24165.0
2025-03-20,24165.0
2025-03-20,24165.0
2025-03-20,24420.0
2025-03-20,24250.0
2025-03-20,24420.0
2025-03-20,24025.0
2025-03-20,22750.0
2025-03-20,23600.0
2025-03-20,23600.0
2025-03-20,22750.0
2025-03-20,22325.0
2025-03-20,22325.0
2025-03-20,22325.0
2025-03-20,22325.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,21175.0
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,722.4
2025-03-20,151.0
2025-03-20,529.96
2025-03-20,529.96
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,37275.0
2025-03-20,2264.16
2025-03-20,1841.76
2025-03-20,1694.76
2025-03-20,1709.76
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,1325.35
2025-03-20,9122.5
2025-03-20,10227.5
2025-03-20,9947.5
2025-03-20,9547.5
2025-03-20,10185.0
2025-03-20,9972.5
2025-03-20,9547.5
2025-03-20,9547.5
2025-03-20,9497.5
2025-03-20,9377.5
2025-03-20,9497.5
2025-03-20,200.0
2025-03-20,11690.38
2025-03-20,11690.38
2025-03-20,11690.38
2025-03-20,11479.18
2025-03-20,11479.18
2025-03-20,11259.18
2025-03-20,11259.18
2025-03-20,11743.18
2025-03-20,11259.18
2025-03-20,11259.18
2025-03-20,11259.18
2025-03-20,11259.18
2025-03-20,11292.18
2025-03-20,11292.18
2025-03-20,13284.7
2025-03-20,13280.5
2025-03-20,13091.5
2025-03-20,13099.9
2025-03-20,13091.5
2025-03-20,12730.3
2025-03-20,12730.3
2025-03-20,12713.5
2025-03-20,12488.5
2025-03-20,13406.5
2025-03-20,12488.5
2025-03-20,12510.3
2025-03-20,12488.5
2025-03-20,12488.5
2025-03-20,12510.3
2025-03-20,12543.0
2025-03-20,10532.64
2025-03-20,10532.64
2025-03-20,10347.84
2025-03-20,10347.84
2025-03-20,10347.84
2025-03-20,10347.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,9995.84
2025-03-20,98.48
2025-03-20,107.28
2025-03-20,107.28
2025-03-20,703.78
2025-03-20,703.78
2025-03-20,774.18
2025-03-20,774.18
2025-03-20,1181.6
2025-03-20,1067.2
2025-03-20,1067.2
2025-03-20,1058.4
2025-03-20,1058.4
2025-03-20,1049.6
2025-03-20,558.84
2025-03-20,620.44
2025-03-20,620.44
2025-03-20,1560.0
2025-03-20,1560.0
2025-03-20,1560.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,1542.0
2025-03-20,581.8
2025-03-20,581.8
2025-03-20,581.8
2025-03-20,590.6
2025-03-20,590.6
2025-03-20,590.6
2025-03-20,590.6
2025-03-20,590.6
2025-03-20,4690.0
2025-03-20,3875.0
2025-03-20,4755.0
2025-03-20,4755.0
2025-03-20,651.8
2025-03-20,678.8
2025-03-20,597.8
2025-03-20,653.8
2025-03-20,680.2
2025-03-20,651.8
2025-03-20,680.2
2025-03-20,711.14
2025-03-20,682.74
2025-03-20,684.74
2025-03-20,684.74
2025-03-20,631.94
2025-03-20,631.94
2025-03-20,596.74
2025-03-20,228.72
2025-03-20,248.52
2025-03-20,246.72
2025-03-20,246.72
2025-03-20,18885.66
2025-03-20,18885.66
2025-03-20,18885.66
2025-03-20,18885.66
2025-03-20,18885.66
2025-03-20,2295.2
2025-03-20,2198.4
2025-03-20,2198.4
2025-03-20,2110.4
2025-03-20,2110.4
2025-03-20,2110.4
2025-03-20,3020.83
2025-03-20,2842.33
2025-03-20,2842.33
2025-03-20,2697.83
2025-03-20,2697.83
2025-03-20,2697.83
2025-03-20,2697.83
2025-03-20,873.72
2025-03-20,871.52
2025-03-20,871.52
2025-03-20,871.52
2025-03-20,871.52
2025-03-20,871.52
2025-03-20,871.52
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,5671.5
2025-03-20,10269.6
2025-03-20,10269.6
2025-03-20,10269.6
2025-03-20,10269.6
2025-03-20,10269.6
2025-03-20,10269.6
2025-03-20,10134.6
2025-03-20,10134.6
2025-03-20,10134.6
2025-03-20,10134.6
2025-03-20,9876.6
2025-03-20,9876.6
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,9665.4
2025-03-20,21396.0
2025-03-20,21396.0
2025-03-20,21396.0
2025-03-20,21481.0
2025-03-20,24107.0
2025-03-20,21396.0
2025-03-20,1376.0
2025-03-20,1378.2
2025-03-20,1378.2
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,1351.8
2025-03-20,26269.3
2025-03-20,26269.3
2025-03-20,25934.9
2025-03-20,25934.9
2025-03-20,25934.9
2025-03-20,25934.9
2025-03-20,25530.1
2025-03-20,25530.1
2025-03-20,25530.1
2025-03-20,25530.1
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,25252.2
2025-03-20,2896.8
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,2747.2
2025-03-20,34540.8
2025-03-20,34540.8
2025-03-20,34540.8
2025-03-20,34041.2
2025-03-20,34041.2
2025-03-20,33662.8
2025-03-20,33662.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,33310.8
2025-03-20,5704.26
2025-03-20,5772.26
2025-03-20,5749.16
2025-03-20,5749.16
2025-03-20,5749.16
2025-03-20,5772.26
2025-03-20,644.0
2025-03-20,212.8
2025-03-20,957.6
2025-03-20,957.6
2025-03-20,957.6
2025-03-20,957.6
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,940.0
2025-03-20,1348.0
2025-03-20,1204.0
2025-03-20,1186.0
2025-03-20,1204.0
2025-03-20,1085.0
2025-03-20,3218.8
2025-03-20,3192.4
2025-03-20,3192.4
2025-03-20,3192.4
2025-03-20,3192.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3192.4
2025-03-20,3190.4
2025-03-20,3192.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,3190.4
2025-03-20,16691.0
2025-03-20,16291.5
2025-03-20,15900.5
2025-03-20,15900.5
2025-03-20,15399.0
2025-03-20,15399.0
2025-03-20,15399.0
2025-03-20,15399.0
2025-03-20,2384.08
2025-03-20,2357.38
2025-03-20,2384.08
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1219.4
2025-03-20,1210.6
2025-03-20,1221.5
2025-03-20,1221.5
2025-03-20,1219.4
2025-03-20,11338.5
2025-03-20,11365.5
2025-03-20,10408.5
2025-03-20,9983.5
2025-03-20,9677.5
2025-03-20,9728.5
2025-03-20,9728.5
2025-03-20,9728.5
2025-03-20,13378.0
2025-03-20,13388.0
2025-03-20,12948.0
2025-03-20,12948.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,13036.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,13018.0
2025-03-20,565.1
2025-03-20,565.1
2025-03-20,565.1
2025-03-20,565.1
2025-03-20,563.7
2025-03-20,565.1
2025-03-20,565.1
2025-03-20,565.1
2025-03-20,1111.2
2025-03-20,1111.2
2025-03-20,1120.0
2025-03-20,1128.8
2025-03-20,1128.8
2025-03-20,1128.8
2025-03-20,1128.8
2025-03-20,13037.8
2025-03-20,13037.8
2025-03-20,13037.8
2025-03-20,13037.8
2025-03-20,12941.0
2025-03-20,12941.0
2025-03-20,12941.0
2025-03-20,12941.0
2025-03-20,12941.0
2025-03-20,12756.2
2025-03-20,12756.2
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12606.6
2025-03-20,12594.8
2025-03-20,12606.6
2025-03-20,1661.48
2025-03-20,1661.48
2025-03-20,1661.48
2025-03-20,1661.48
2025-03-20,1661.48
2025-03-20,1661.48
2025-03-20,1599.88
2025-03-20,1599.88
2025-03-20,1599.88
2025-03-20,1599.88
2025-03-20,1599.88
2025-03-20,1661.48
2025-03-20,1599.88
2025-03-20,1599.88
2025-03-20,4492.82
2025-03-20,4492.82
2025-03-20,4360.82
2025-03-20,4360.82
2025-03-20,4360.82
2025-03-20,4360.82
2025-03-20,4360.82
2025-03-20,4264.02
2025-03-20,4264.02
2025-03-20,4264.02
2025-03-20,4264.02
2025-03-20,4264.02
2025-03-20,4396.02
2025-03-20,4264.02
2025-03-20,2200.0
2025-03-20,2200.0
2025-03-20,2200.0
2025-03-20,2202.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2158.0
2025-03-20,2257.6
2025-03-20,2266.6
2025-03-20,2257.6
2025-03-20,2257.6
2025-03-20,2257.6
2025-03-20,2259.2
2025-03-20,2215.2
2025-03-20,2215.2
2025-03-20,2180.0
2025-03-20,2180.0
2025-03-20,2180.0
2025-03-20,2180.0
2025-03-20,2176.6
2025-03-20,2180.0
2025-03-20,2180.0
2025-03-20,2180.0
2025-03-20,29030.53
2025-03-20,29030.53
2025-03-20,29030.53
2025-03-20,28925.53
2025-03-20,29030.53
2025-03-20,28925.53
2025-03-20,28925.53
2025-03-20,29030.53
2025-03-20,25433.8
2025-03-20,25257.8
2025-03-20,25257.8
2025-03-20,25257.8
2025-03-20,25257.8
2025-03-20,24641.8
2025-03-20,24817.8
2025-03-20,24641.8
2025-03-20,24527.8
2025-03-20,24289.8
2025-03-20,24817.8
2025-03-20,25169.8
2025-03-20,25169.8
2025-03-20,25169.8
2025-03-20,25081.8
2025-03-20,24993.8
2025-03-20,24993.8
2025-03-20,25081.8
2025-03-20,24817.8
2025-03-20,24377.8
2025-03-20,23937.8
2025-03-20,24377.8
2025-03-20,24377.8
2025-03-20,24201.8
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,3110.0
2025-03-20,4775.0
2025-03-20,3925.0
2025-03-20,99.4
2025-03-20,99.4
2025-03-20,99.4
2025-03-20,4008.08
2025-03-20,4008.08
2025-03-20,4008.08
2025-03-20,4046.88
2025-03-20,4089.08
2025-03-20,4099.68
2025-03-20,4099.68
2025-03-20,1123.83
2025-03-20,-161.56
2025-03-20,252.0
2025-03-20,252.0
2025-03-20,252.0
2025-03-20,252.0
2025-03-20,252.0
2025-03-20,5815.2
2025-03-20,5815.2
2025-03-20,5815.2
2025-03-20,5815.2
2025-03-20,5762.4
2025-03-20,5762.4
2025-03-20,5762.4
2025-03-20,5762.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,5674.4
2025-03-20,1726.33
2025-03-20,1724.33
2025-03-20,1751.33
2025-03-20,1726.33
2025-03-20,1682.33
2025-03-20,1691.13
2025-03-20,1691.13
2025-03-20,1691.13
2025-03-20,1688.33
